trial_index,arm_name,trial_status,generation_method,AVG_total_loss,Activity_acc,MacroF1Act,Resource_to_role_acc,impact_acc,oranization country_acc,org:group_acc,org:resource:role_acc,org:resource_acc,org:role_acc,product_acc,resource country_acc,time:timestamp_mae,hid,lr,batch_size,heads,layers,aggregation
77,77_0,COMPLETED,BoTorch,9.54246595222503,0.17597292363643646,0.16614367067813873,1.0,0.9780033826828003,0.9560067653656006,0.9289339780807495,1.0,0.32148900628089905,0.7766497135162354,0.5989847779273987,0.8849407434463501,0.3323988616466522,64,0.1,64,2,2,max
2,2_0,COMPLETED,Sobol,10.122317426670579,0.36717426776885986,0.34118327498435974,1.0,1.0,0.9560067653656006,0.9475464820861816,1.0,0.4263959228992462,0.8003383874893188,0.576988160610199,0.8883248567581177,1.3277338981628417,128,0.07490809291902911,32,2,2,max
51,51_0,COMPLETED,BoTorch,11.643360174025156,0.4940778315067291,0.467147558927536,1.0,0.991539716720581,0.9492385387420654,0.9610828757286072,1.0,0.2876480519771576,0.6903553009033203,0.37225040793418884,0.7952622771263123,0.0973904587328434,64,0.00388918376450867,256,1,2,max
85,85_0,COMPLETED,BoTorch,14.43318942744545,0.3773265480995178,0.33419328927993774,1.0,0.942470371723175,0.7901861071586609,0.893401026725769,1.0,0.12182740867137909,0.5871404409408569,0.1692047417163849,0.7428087592124939,0.0628428602591157,128,0.00016350835515905503,32,1,2,max
0,0_0,COMPLETED,Sobol,14.64080968542512,0.4483925402164459,0.43404433131217957,1.0,0.9086294174194336,0.9712351560592651,0.9323180913925171,1.0,0.10152284055948257,0.5143823623657227,0.11505921930074692,0.17597292363643646,0.07070321440696717,16,0.005537727881833665,64,2,2,max
21,21_0,COMPLETED,BoTorch,14.980075176023707,0.37394246459007263,0.35554084181785583,1.0,0.9221658110618591,0.4974619150161743,0.8375634551048279,1.0,0.0,0.7021996378898621,0.2385786771774292,0.6497461795806885,0.2900026857852936,16,0.1,256,2,2,max
15,15_0,COMPLETED,BoTorch,15.733557864898302,0.326565146446228,0.31781718134880066,1.0,0.5854483842849731,0.7038916945457458,0.519458532333374,1.0,0.006768189370632172,0.6446700096130371,0.037225041538476944,0.7884940505027771,0.3386891186237335,16,0.1,32,1,2,max
1,1_0,COMPLETED,Sobol,16.355928704035612,0.34348562359809875,0.3200158476829529,1.0,0.8274111747741699,0.6175972819328308,0.7292724251747131,1.0,0.05752960965037346,0.46531301736831665,0.1658206433057785,0.6615905165672302,0.06532786544412375,128,0.0006158868418643319,256,1,2,max
7,7_0,COMPLETED,Sobol,17.37942658868269,0.39255499839782715,0.3757983148097992,1.0,0.7884940505027771,0.5431472063064575,0.7461928725242615,1.0,0.049069374799728394,0.29780033230781555,0.006768189370632172,0.6818950772285461,0.08290188908576965,16,0.0029914467576098347,32,2,2,max
5,5_0,COMPLETED,Sobol,19.26968967547873,0.31810489296913147,0.1942121982574463,1.0,0.46362096071243286,0.4534686803817749,0.4957698583602905,1.0,0.03384094685316086,0.17089678347110748,0.1438240259885788,0.6074450016021729,0.06603116020560265,128,0.00021562446656376728,64,2,2,max
3,3_0,COMPLETED,Sobol,19.34847534983419,0.3113366961479187,0.24971647560596466,1.0,0.6565143465995789,0.4568527936935425,0.5042300820350647,1.0,0.013536378741264343,0.20304568111896515,0.1438240259885788,0.6074450016021729,0.0862722009420395,64,0.0002560040548004744,128,1,2,max
